Starttime;SettlementDeadline;TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;T+x
2024-03-06 19:20:00;2024-03-04;64;2024-03-02 05:20:02;252925046.28;2;2;7;2;208;2
2024-03-06 19:20:00;2024-03-04;820;2024-03-04 13:23:36;252925046.28;7;0;2;0;208;2
2024-03-06 19:20:00;2024-03-05;394;2024-03-03 07:19:09;286796621.27;5;3;7;3;340;2
2024-03-06 19:20:00;2024-03-05;402;2024-03-03 07:42:12;286796621.27;7;0;5;0;340;2
2024-03-06 19:20:00;2024-03-06;915;2024-03-04 18:36:30;193654913.09;7;0;2;0;1263;2
2024-03-06 19:20:00;2024-03-06;946;2024-03-04 22:00:58;193654913.09;2;2;7;2;1263;2
2024-03-06 19:20:00;2024-03-05;446;2024-03-03 09:48:58;191844466.36;4;0;2;0;816;2
2024-03-06 19:20:00;2024-03-05;537;2024-03-03 16:16:54;191844466.36;2;2;4;2;816;2
2024-03-06 19:20:00;2024-03-04;52;2024-03-02 04:32:29;263539242.68;5;3;1;3;221;2
2024-03-06 19:20:00;2024-03-04;263;2024-03-02 18:54:18;263539242.68;1;0;5;0;221;2
2024-03-06 19:20:00;2024-03-05;340;2024-03-03 04:20:10;176000308.5;2;2;1;2;619;2
2024-03-06 19:20:00;2024-03-05;443;2024-03-03 09:41:38;176000308.5;1;0;2;0;619;2
2024-03-06 19:20:00;2024-03-06;788;2024-03-04 11:38:38;95664253.82;2;2;1;2;1122;2
2024-03-06 19:20:00;2024-03-06;922;2024-03-04 19:06:07;95664253.82;1;0;2;0;1122;2
2024-03-06 19:20:00;2024-03-06;656;2024-03-04 04:27:52;69377684.69;2;2;3;2;1160;2
2024-03-06 19:20:00;2024-03-06;688;2024-03-04 06:00:25;69377684.69;3;0;2;0;1160;2
