Starttime;SettlementDeadline;TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;T+x
2024-03-06 00:00:02;2024-03-06;551;2024-03-04 02:12:50;339996479.51;5;5;1;5;770;2
2024-03-06 00:00:02;2024-03-06;572;2024-03-04 03:23:32;339996479.51;1;0;5;0;770;2
2024-03-06 00:00:02;2024-03-06;567;2024-03-04 03:08:00;10721555.41;7;7;4;7;723;2
2024-03-06 00:00:02;2024-03-06;573;2024-03-04 03:27:12;10721555.41;4;0;7;0;723;2
2024-03-06 00:00:02;2024-03-06;583;2024-03-04 04:01:46;22138174.79;6;0;3;0;521;2
2024-03-06 00:00:02;2024-03-06;591;2024-03-04 04:37:11;22138174.79;3;4;6;4;521;2
2024-03-06 00:00:02;2024-03-06;574;2024-03-04 03:27:40;30516394.16;2;1;4;1;568;2
2024-03-06 00:00:02;2024-03-06;592;2024-03-04 04:37:45;30516394.16;4;0;2;0;568;2
2024-03-06 00:00:02;2024-03-06;564;2024-03-04 03:04:48;33647497.73;5;1;4;1;53;2
2024-03-06 00:00:02;2024-03-06;608;2024-03-04 05:25:36;33647497.73;4;0;5;0;53;2
2024-03-06 00:00:02;2024-03-06;584;2024-03-04 04:03:54;386848842.99;1;3;3;3;771;2
2024-03-06 00:00:02;2024-03-06;609;2024-03-04 05:25:53;386848842.99;3;0;1;0;771;2
2024-03-06 00:00:02;2024-03-06;595;2024-03-04 04:43:16;148252167.22;8;1;5;1;41;2
2024-03-06 00:00:02;2024-03-06;634;2024-03-04 06:38:03;148252167.22;5;0;8;0;41;2
2024-03-06 00:00:02;2024-03-06;582;2024-03-04 03:56:27;26062374.52;4;0;5;0;871;2
2024-03-06 00:00:02;2024-03-06;643;2024-03-04 07:02:40;26062374.52;5;2;4;2;871;2
2024-03-06 00:00:02;2024-03-06;649;2024-03-04 07:20:32;139526025.07;3;7;5;7;1014;2
2024-03-06 00:00:02;2024-03-06;655;2024-03-04 07:52:42;139526025.07;5;0;3;0;1014;2
2024-03-06 00:00:02;2024-03-06;580;2024-03-04 03:54:42;33033165.98;6;4;4;4;1158;2
2024-03-06 00:00:02;2024-03-06;660;2024-03-04 08:37:52;33033165.98;4;0;6;0;1158;2
2024-03-06 00:00:02;2024-03-06;620;2024-03-04 05:57:57;307835252.76;1;0;5;0;931;2
2024-03-06 00:00:02;2024-03-06;669;2024-03-04 09:15:37;307835252.76;5;6;1;6;931;2
2024-03-06 00:00:02;2024-03-06;554;2024-03-04 02:22:26;258733956.99;8;1;3;1;43;2
2024-03-06 00:00:02;2024-03-06;671;2024-03-04 09:23:26;258733956.99;3;0;8;0;43;2
2024-03-06 00:00:02;2024-03-06;598;2024-03-04 04:55:05;111592740.16;1;0;7;0;121;2
2024-03-06 00:00:02;2024-03-06;692;2024-03-04 10:56:50;111592740.16;7;6;1;6;121;2
2024-03-06 00:00:02;2024-03-06;579;2024-03-04 03:48:24;260465304.14;1;0;8;0;943;2
2024-03-06 00:00:02;2024-03-06;694;2024-03-04 11:00:00;260465304.14;8;6;1;6;943;2
2024-03-06 00:00:02;2024-03-06;600;2024-03-04 05:11:03;118545210.73;3;0;7;0;1051;2
2024-03-06 00:00:02;2024-03-06;701;2024-03-04 11:42:41;118545210.73;7;2;3;2;1051;2
2024-03-06 00:00:02;2024-03-06;633;2024-03-04 06:26:04;194669947.88;8;0;7;0;30;2
2024-03-06 00:00:02;2024-03-06;702;2024-03-04 11:47:24;194669947.88;7;4;8;4;30;2
2024-03-06 00:00:02;2024-03-06;590;2024-03-04 04:34:29;64370155.32;5;0;7;0;10;2
2024-03-06 00:00:02;2024-03-06;704;2024-03-04 11:50:29;64370155.32;7;1;5;1;10;2
2024-03-06 00:00:02;2024-03-06;552;2024-03-04 02:16:54;103593966.46;8;0;5;0;961;2
2024-03-06 00:00:02;2024-03-06;706;2024-03-04 11:55:00;103593966.46;5;2;8;2;961;2
2024-03-06 00:00:02;2024-03-06;605;2024-03-04 05:21:00;101174453.18;6;5;2;5;1179;2
2024-03-06 00:00:02;2024-03-06;707;2024-03-04 12:00:47;101174453.18;2;0;6;0;1179;2
2024-03-06 00:00:02;2024-03-06;699;2024-03-04 11:29:25;51696456.86;6;0;3;0;59;2
2024-03-06 00:00:02;2024-03-06;710;2024-03-04 12:19:43;51696456.86;3;4;6;4;59;2
2024-03-06 00:00:02;2024-03-06;565;2024-03-04 03:04:50;43895998.96;5;0;8;0;659;2
2024-03-06 00:00:02;2024-03-06;711;2024-03-04 12:21:31;43895998.96;8;6;5;6;659;2
2024-03-06 00:00:02;2024-03-06;586;2024-03-04 04:09:55;221762647.23;8;0;4;0;660;2
2024-03-06 00:00:02;2024-03-06;712;2024-03-04 12:28:59;221762647.23;4;8;8;8;660;2
2024-03-06 00:00:02;2024-03-06;688;2024-03-04 10:29:12;364369799.51;2;7;7;7;361;2
2024-03-06 00:00:02;2024-03-06;718;2024-03-04 12:48:18;364369799.51;7;0;2;0;361;2
2024-03-06 00:00:02;2024-03-06;561;2024-03-04 02:51:15;86894103.91;1;0;5;0;307;2
2024-03-06 00:00:02;2024-03-06;722;2024-03-04 12:54:55;86894103.91;5;7;1;7;307;2
2024-03-06 00:00:02;2024-03-06;698;2024-03-04 11:18:19;11232274.99;4;7;2;7;465;2
2024-03-06 00:00:02;2024-03-06;723;2024-03-04 12:55:58;11232274.99;2;0;4;0;465;2
2024-03-06 00:00:02;2024-03-06;708;2024-03-04 12:01:58;115560096.32;1;0;2;0;209;2
2024-03-06 00:00:02;2024-03-06;725;2024-03-04 13:02:48;115560096.32;2;3;1;3;209;2
2024-03-06 00:00:02;2024-03-06;540;2024-03-04 00:57:56;59317791.85;4;0;8;0;852;2
2024-03-06 00:00:02;2024-03-06;726;2024-03-04 13:04:09;59317791.85;8;8;4;8;852;2
2024-03-06 00:00:02;2024-03-06;682;2024-03-04 10:12:57;92179399.27;2;2;1;2;786;2
2024-03-06 00:00:02;2024-03-06;727;2024-03-04 13:09:27;92179399.27;1;0;2;0;786;2
2024-03-06 00:00:02;2024-03-06;542;2024-03-04 01:36:00;123761137.37;4;8;5;8;362;2
2024-03-06 00:00:02;2024-03-06;730;2024-03-04 13:27:02;123761137.37;5;0;4;0;362;2
2024-03-06 00:00:02;2024-03-06;703;2024-03-04 11:49:02;130143939.24;6;0;8;0;286;2
2024-03-06 00:00:02;2024-03-06;733;2024-03-04 13:51:28;130143939.24;8;6;6;6;286;2
2024-03-06 00:00:02;2024-03-06;681;2024-03-04 10:08:10;298575563.28;1;0;3;0;191;2
2024-03-06 00:00:02;2024-03-06;735;2024-03-04 13:57:05;298575563.28;3;5;1;5;191;2
2024-03-06 00:00:02;2024-03-06;616;2024-03-04 05:48:46;5093648.31;4;0;5;0;788;2
2024-03-06 00:00:02;2024-03-06;737;2024-03-04 14:06:04;5093648.31;5;4;4;4;788;2
2024-03-06 00:00:02;2024-03-06;560;2024-03-04 02:45:59;124342897.57;8;4;2;4;89;2
2024-03-06 00:00:02;2024-03-06;739;2024-03-04 14:27:50;124342897.57;2;0;8;0;89;2
2024-03-06 00:00:02;2024-03-06;625;2024-03-04 06:08:47;87181222.55;2;0;3;0;17;2
2024-03-06 00:00:02;2024-03-06;742;2024-03-04 14:32:28;87181222.55;3;6;2;6;17;2
2024-03-06 00:00:02;2024-03-06;614;2024-03-04 05:42:17;46001865.38;4;0;2;0;827;2
2024-03-06 00:00:02;2024-03-06;745;2024-03-04 14:58:43;46001865.38;2;3;4;3;827;2
2024-03-06 00:00:02;2024-03-06;604;2024-03-04 05:16:52;22334553.51;7;0;5;0;755;2
2024-03-06 00:00:02;2024-03-06;747;2024-03-04 15:05:00;22334553.51;5;8;7;8;755;2
2024-03-06 00:00:02;2024-03-06;641;2024-03-04 06:56:20;408258356.57;1;0;5;0;540;2
2024-03-06 00:00:02;2024-03-06;749;2024-03-04 15:09:14;408258356.57;5;5;1;5;540;2
2024-03-06 00:00:02;2024-03-06;631;2024-03-04 06:20:21;218559699.01;5;3;1;3;868;2
2024-03-06 00:00:02;2024-03-06;750;2024-03-04 15:14:03;218559699.01;1;0;5;0;868;2
2024-03-06 00:00:02;2024-03-06;563;2024-03-04 03:04:43;114789914.83;4;6;1;6;277;2
2024-03-06 00:00:02;2024-03-06;752;2024-03-04 15:17:46;114789914.83;1;0;4;0;277;2
2024-03-06 00:00:02;2024-03-06;679;2024-03-04 09:58:25;67928316.52;1;2;4;2;1088;2
2024-03-06 00:00:02;2024-03-06;754;2024-03-04 15:21:57;67928316.52;4;0;1;0;1088;2
2024-03-06 00:00:02;2024-03-06;553;2024-03-04 02:17:51;50593636.67;5;0;6;0;409;2
2024-03-06 00:00:02;2024-03-06;755;2024-03-04 15:23:09;50593636.67;6;2;5;2;409;2
2024-03-06 00:00:02;2024-03-06;740;2024-03-04 14:27:59;161264745.63;2;3;3;3;51;2
2024-03-06 00:00:02;2024-03-06;758;2024-03-04 15:30:39;161264745.63;3;0;2;0;51;2
2024-03-06 00:00:02;2024-03-06;622;2024-03-04 06:00:29;85254411.65;5;0;6;0;344;2
2024-03-06 00:00:02;2024-03-06;761;2024-03-04 15:35:43;85254411.65;6;1;5;1;344;2
2024-03-06 00:00:02;2024-03-06;741;2024-03-04 14:30:49;118678146.16;1;3;2;3;885;2
2024-03-06 00:00:02;2024-03-06;762;2024-03-04 15:39:44;118678146.16;2;0;1;0;885;2
2024-03-06 00:00:02;2024-03-06;653;2024-03-04 07:37:40;308571450.41;8;1;1;1;475;2
2024-03-06 00:00:02;2024-03-06;763;2024-03-04 15:43:19;308571450.41;1;0;8;0;475;2
2024-03-06 00:00:02;2024-03-06;677;2024-03-04 09:53:07;43663295.02;4;0;1;0;325;2
2024-03-06 00:00:02;2024-03-06;765;2024-03-04 16:02:24;43663295.02;1;7;4;7;325;2
2024-03-06 00:00:02;2024-03-06;764;2024-03-04 15:58:39;36733789.06;2;5;1;5;1065;2
2024-03-06 00:00:02;2024-03-06;766;2024-03-04 16:06:32;36733789.06;1;0;2;0;1065;2
2024-03-06 00:00:02;2024-03-06;667;2024-03-04 08:54:07;45765853.17;6;0;5;0;858;2
2024-03-06 00:00:02;2024-03-06;775;2024-03-04 16:42:22;45765853.17;5;3;6;3;858;2
2024-03-06 00:00:02;2024-03-06;648;2024-03-04 07:15:55;13734120.87;8;3;4;3;262;2
2024-03-06 00:00:02;2024-03-06;777;2024-03-04 16:57:12;13734120.87;4;0;8;0;262;2
2024-03-06 00:00:02;2024-03-06;639;2024-03-04 06:54:09;48914992.89;4;0;1;0;1150;2
2024-03-06 00:00:02;2024-03-06;780;2024-03-04 17:12:42;48914992.89;1;1;4;1;1150;2
2024-03-06 00:00:02;2024-03-06;666;2024-03-04 08:52:08;61127038.96;1;7;8;7;1176;2
2024-03-06 00:00:02;2024-03-06;783;2024-03-04 17:35:56;61127038.96;8;0;1;0;1176;2
2024-03-06 00:00:02;2024-03-06;623;2024-03-04 06:01:54;255062610.42;2;8;1;8;753;2
2024-03-06 00:00:02;2024-03-06;790;2024-03-04 18:27:10;255062610.42;1;0;2;0;753;2
2024-03-06 00:00:02;2024-03-06;618;2024-03-04 05:49:07;116250788.81;1;2;5;2;390;2
2024-03-06 00:00:02;2024-03-06;793;2024-03-04 18:42:06;116250788.81;5;0;1;0;390;2
2024-03-06 00:00:02;2024-03-06;760;2024-03-04 15:32:16;355962387.58;3;0;1;0;379;2
2024-03-06 00:00:02;2024-03-06;795;2024-03-04 18:43:59;355962387.58;1;1;3;1;379;2
2024-03-06 00:00:02;2024-03-06;659;2024-03-04 08:30:58;95005738.79;3;1;6;1;545;2
2024-03-06 00:00:02;2024-03-06;796;2024-03-04 18:44:39;95005738.79;6;0;3;0;545;2
2024-03-06 00:00:02;2024-03-06;680;2024-03-04 10:02:27;37435807.02;4;0;1;0;640;2
2024-03-06 00:00:02;2024-03-06;798;2024-03-04 18:45:31;37435807.02;1;3;4;3;640;2
2024-03-06 00:00:02;2024-03-06;581;2024-03-04 03:54:45;59861365.62;1;5;4;5;1008;2
2024-03-06 00:00:02;2024-03-06;801;2024-03-04 18:53:14;59861365.62;4;0;1;0;1008;2
2024-03-06 00:00:02;2024-03-06;720;2024-03-04 12:50:32;143158416.21;4;7;5;7;741;2
2024-03-06 00:00:02;2024-03-06;802;2024-03-04 18:58:29;143158416.21;5;0;4;0;741;2
2024-03-06 00:00:02;2024-03-06;670;2024-03-04 09:16:06;331020306.05;3;0;2;0;1022;2
2024-03-06 00:00:02;2024-03-06;803;2024-03-04 19:00:57;331020306.05;2;6;3;6;1022;2
2024-03-06 00:00:02;2024-03-06;781;2024-03-04 17:20:48;37195737.64;2;0;7;0;243;2
2024-03-06 00:00:02;2024-03-06;804;2024-03-04 19:01:32;37195737.64;7;6;2;6;243;2
2024-03-06 00:00:02;2024-03-06;547;2024-03-04 01:55:09;339150994.9;3;0;7;0;892;2
2024-03-06 00:00:02;2024-03-06;805;2024-03-04 19:01:38;339150994.9;7;1;3;1;892;2
2024-03-06 00:00:02;2024-03-06;748;2024-03-04 15:06:17;43220855.6;7;0;3;0;703;2
2024-03-06 00:00:02;2024-03-06;806;2024-03-04 19:05:49;43220855.6;3;7;7;7;703;2
2024-03-06 00:00:02;2024-03-06;791;2024-03-04 18:28:55;28739691.16;5;3;4;3;16;2
2024-03-06 00:00:02;2024-03-06;808;2024-03-04 19:08:38;28739691.16;4;0;5;0;16;2
2024-03-06 00:00:02;2024-03-06;721;2024-03-04 12:53:03;217182540.04;5;1;8;1;752;2
2024-03-06 00:00:02;2024-03-06;812;2024-03-04 20:36:48;217182540.04;8;0;5;0;752;2
2024-03-06 00:00:02;2024-03-06;544;2024-03-04 01:48:03;474303370.88;3;0;7;0;500;2
2024-03-06 00:00:02;2024-03-06;813;2024-03-04 20:46:29;474303370.88;7;1;3;1;500;2
2024-03-06 00:00:02;2024-03-06;673;2024-03-04 09:28:28;179367064.36;8;0;7;0;1173;2
2024-03-06 00:00:02;2024-03-06;814;2024-03-04 21:10:48;179367064.36;7;7;8;7;1173;2
2024-03-06 00:00:02;2024-03-06;635;2024-03-04 06:38:54;146643080.16;3;7;2;7;1117;2
2024-03-06 00:00:02;2024-03-06;815;2024-03-04 21:41:34;146643080.16;2;0;3;0;1117;2
2024-03-06 00:00:02;2024-03-06;782;2024-03-04 17:32:41;40457904.2;2;7;4;7;1066;2
2024-03-06 00:00:02;2024-03-06;817;2024-03-04 21:54:46;40457904.2;4;0;2;0;1066;2
2024-03-06 00:00:02;2024-03-06;691;2024-03-04 10:52:33;312109286.18;1;0;8;0;180;2
2024-03-06 00:00:02;2024-03-06;818;2024-03-04 21:56:40;312109286.18;8;3;1;3;180;2
2024-03-06 00:00:02;2024-03-06;559;2024-03-04 02:44:14;39401450.15;7;0;4;0;1111;2
2024-03-06 00:00:02;2024-03-06;819;2024-03-04 22:14:33;39401450.15;4;5;7;5;1111;2
2024-03-06 00:00:02;2024-03-06;769;2024-03-04 16:15:26;56942389.82;4;4;8;4;38;2
2024-03-06 00:00:02;2024-03-06;821;2024-03-04 22:35:10;56942389.82;8;0;4;0;38;2
2024-03-06 00:00:02;2024-03-06;743;2024-03-04 14:33:28;69261299.61;7;5;5;5;1017;2
2024-03-06 00:00:02;2024-03-06;824;2024-03-05 01:35:47;69261299.61;5;0;7;0;1017;2
2024-03-06 00:00:02;2024-03-06;734;2024-03-04 13:56:10;170628806.01;7;6;1;6;930;2
2024-03-06 00:00:02;2024-03-06;840;2024-03-05 03:03:49;170628806.01;1;0;7;0;930;2
2024-03-06 00:00:02;2024-03-06;550;2024-03-04 02:02:41;310156351.01;1;3;3;3;310;2
2024-03-06 00:00:02;2024-03-06;852;2024-03-05 03:48:25;310156351.01;3;0;1;0;310;2
2024-03-06 00:00:02;2024-03-06;736;2024-03-04 13:59:44;93932118.52;1;2;8;2;1003;2
2024-03-06 00:00:02;2024-03-06;868;2024-03-05 05:36:41;93932118.52;8;0;1;0;1003;2
2024-03-06 00:00:02;2024-03-06;738;2024-03-04 14:11:34;11764818.38;6;2;4;2;893;2
2024-03-06 00:00:02;2024-03-06;870;2024-03-05 05:37:02;11764818.38;4;0;6;0;893;2
2024-03-06 00:00:02;2024-03-06;663;2024-03-04 08:47:42;50614367.29;8;4;4;4;985;2
2024-03-06 00:00:02;2024-03-06;874;2024-03-05 05:58:58;50614367.29;4;0;8;0;985;2
2024-03-06 00:00:02;2024-03-06;829;2024-03-05 02:02:09;37651017.17;8;3;4;3;1044;1
2024-03-06 00:00:02;2024-03-06;875;2024-03-05 06:02:25;37651017.17;4;0;8;0;1044;1
2024-03-06 00:00:02;2024-03-06;626;2024-03-04 06:10:31;228335423.1;5;8;8;8;1054;2
2024-03-06 00:00:02;2024-03-06;886;2024-03-05 06:30:51;228335423.1;8;0;5;0;1054;2
2024-03-06 00:00:02;2024-03-06;848;2024-03-05 03:27:27;131450826.79;6;0;3;0;62;1
2024-03-06 00:00:02;2024-03-06;887;2024-03-05 06:32:57;131450826.79;3;6;6;6;62;1
2024-03-06 00:00:02;2024-03-06;685;2024-03-04 10:21:02;129702888.17;4;8;6;8;643;2
2024-03-06 00:00:02;2024-03-06;898;2024-03-05 07:08:32;129702888.17;6;0;4;0;643;2
2024-03-06 00:00:02;2024-03-06;731;2024-03-04 13:28:13;202803250.72;4;2;8;2;56;2
2024-03-06 00:00:02;2024-03-06;902;2024-03-05 07:29:01;202803250.72;8;0;4;0;56;2
2024-03-06 00:00:02;2024-03-06;809;2024-03-04 19:21:29;7430881.73;7;7;4;7;229;2
2024-03-06 00:00:02;2024-03-06;903;2024-03-05 07:48:15;7430881.73;4;0;7;0;229;2
2024-03-06 00:00:02;2024-03-06;705;2024-03-04 11:53:05;56496043.41;7;5;2;5;432;2
2024-03-06 00:00:02;2024-03-06;908;2024-03-05 08:04:39;56496043.41;2;0;7;0;432;2
2024-03-06 00:00:02;2024-03-06;589;2024-03-04 04:23:35;313329236.07;7;3;3;3;1016;2
2024-03-06 00:00:02;2024-03-06;912;2024-03-05 08:54:24;313329236.07;3;0;7;0;1016;2
